hole,comm,history,fold,stay-in,raise
5h 6c ,6s 9h 9d 2c 2h 8d 7h ,ssssssrrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c 2h 8d ,sssssrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c 2h 8d 7h 4d ,sssssrsss,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c 2h 8d 7h 4d ,sssssrssr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c 2h 8d 7h ,sssssrsrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c 2h 8d 7h ,sssssrsrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c 2h 8d ,sssssrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c 2h 8d 7h ,sssssrrss,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c 2h 8d 7h ,sssssrrsr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c 2h 8d ,sssssrrrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c 2h 8d ,sssssrrrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c 2h ,ssssr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c 2h 8d ,ssssrss,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c 2h 8d ,ssssrsr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c 2h ,ssssrrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c 2h ,ssssrrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c ,sssrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c 2h 8d ,sssrsss,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c 2h 8d ,sssrssr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c 2h ,sssrsrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c 2h ,sssrsrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c ,sssrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c 2h ,sssrrss,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c 2h ,sssrrsr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c ,sssrrrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c ,sssrrrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c ,ssrss,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c ,ssrsr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d ,ssrrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d ,ssrrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c ,srsss,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c ,srssr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d ,srsrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d ,srsrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c 2h ,rssss,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c 2h ,rsssr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c ,rssrs,0.33333333333333337,0.33333333333333337,0.33333333333333337
5h 6c ,6s 9h 9d 2c ,rssrr,0.33333333333333337,0.33333333333333337,0.33333333333333337
5h 6c ,6s 9h 9d 2c ,rsrss,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c ,rsrsr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d ,rsrrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d ,rsrrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c ,rrsss,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d 2c ,rrssr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d ,rrsrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 6c ,6s 9h 9d ,rrsrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,,s,0.09363242906514063,0.4322815144976929,0.47408605643716645
5h 8d ,4s 3s 3c Qh 7d ,sssss,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh 7d 5d 9c ,ssssssr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh 7d 5d 9c ,ssssssrrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh 7d 5d ,sssssrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh 7d 5d 9c ,sssssrsrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh 7d 5d ,sssssrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh 7d 5d 9c ,sssssrrsr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh 7d 5d ,sssssrrrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh 7d 5d ,sssssrrrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh 7d ,ssssr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh 7d 5d ,ssssrss,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh 7d 5d ,ssssrsr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh 7d ,ssssrrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh 7d ,ssssrrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh ,sssrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh 7d 5d ,sssrsss,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh 7d 5d ,sssrssr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh 7d ,sssrsrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh 7d ,sssrsrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh ,sssrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh 7d ,sssrrss,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh 7d ,sssrrsr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh ,sssrrrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh ,sssrrrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh ,ssrss,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh ,ssrsr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c ,ssrrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c ,ssrrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh ,srsss,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh ,srssr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c ,srsrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c ,srsrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh 7d ,rssss,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh 7d ,rsssr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh ,rssrs,0.33333333333333337,0.33333333333333337,0.33333333333333337
5h 8d ,4s 3s 3c Qh ,rssrr,0.33333333333333337,0.33333333333333337,0.33333333333333337
5h 8d ,4s 3s 3c Qh ,rsrss,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh ,rsrsr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c ,rsrrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c ,rsrrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh ,rrsss,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c Qh ,rrssr,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c ,rrsrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
5h 8d ,4s 3s 3c ,rrsrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
6c 2d ,,s,0.09363242906514063,0.4322815144976929,0.47408605643716645
6c 2d ,3h 9d Qs 8h 8c ,ssssr,0.3333333333333333,0.3333333333333333,0.3333333333333333
6c 2d ,3h 9d Qs 8h 8c ,ssssrrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
6c 2d ,3h 9d Qs 8h ,sssrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
6c 2d ,3h 9d Qs 8h 8c ,sssrsrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
6c 2d ,3h 9d Qs 8h ,sssrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
6c 2d ,3h 9d Qs 8h 8c ,sssrrsr,0.3333333333333333,0.3333333333333333,0.3333333333333333
6c 2d ,3h 9d Qs 8h ,sssrrrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
6c 2d ,3h 9d Qs 8h ,sssrrrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
6c 2d ,3h 9d Qs 8h ,ssrss,0.3333333333333333,0.3333333333333333,0.3333333333333333
6c 2d ,3h 9d Qs 8h ,ssrsr,0.3333333333333333,0.3333333333333333,0.3333333333333333
6c 2d ,3h 9d Qs ,ssrrs,0.3333333333333333,0.3333333333333333,0.3333333333333333
6c 2d ,3h 9d Qs ,ssrrr,0.3333333333333333,0.3333333333333333,0.3333333333333333
